year,permit_basis_sv,permit_basis_en,sub_category_sv,sub_category_en,gender_sv,gender_en,granted_count
2024,Anknytning*,Family ties,Adoption,Adoption,Kvinna,Woman,6
2024,Anknytning*,Family ties,Adoption,Adoption,Man,Man,7
2024,Anknytning*,Family ties,Adoption,Adoption,Totalt,Total,13
2024,Anknytning*,Family ties,Anhörig till flykting-/asylgrund,Family of refugee/asylum recipient,Kvinna,Woman,1669
2024,Anknytning*,Family ties,Anhörig till flykting-/asylgrund,Family of refugee/asylum recipient,Man,Man,1251
2024,Anknytning*,Family ties,Anhörig till flykting-/asylgrund,Family of refugee/asylum recipient,Totalt,Total,2920
2024,Anknytning*,Family ties,Anhörig till övriga,Family of other,Kvinna,Woman,13752
2024,Anknytning*,Family ties,Anhörig till övriga,Family of other,Man,Man,7508
2024,Anknytning*,Family ties,Anhörig till övriga,Family of other,Totalt,Total,21260
2024,Anknytning*,Family ties,Synnerliga skäl anknytning (5 KAP 3a § 3 st 1 och 3 UTLL),"Exceptional grounds, family ties",Kvinna,Woman,176
2024,Anknytning*,Family ties,Synnerliga skäl anknytning (5 KAP 3a § 3 st 1 och 3 UTLL),"Exceptional grounds, family ties",Man,Man,135
2024,Anknytning*,Family ties,Synnerliga skäl anknytning (5 KAP 3a § 3 st 1 och 3 UTLL),"Exceptional grounds, family ties",Totalt,Total,311
2024,Anknytning*,Family ties,Totalt,Total,Kvinna,Woman,15603
2024,Anknytning*,Family ties,Totalt,Total,Man,Man,8901
2024,Anknytning*,Family ties,Totalt,Total,Totalt,Total,24504
2024,Arbetsmarknad,Labour market,"Anhörig, arbetsmarknad",Family of labour migrant,Kvinna,Woman,6456
2024,Arbetsmarknad,Labour market,"Anhörig, arbetsmarknad",Family of labour migrant,Man,Man,3551
2024,Arbetsmarknad,Labour market,"Anhörig, arbetsmarknad",Family of labour migrant,Totalt,Total,10007
2024,Arbetsmarknad,Labour market,Arbetstagare,Employee (work permit),Kvinna,Woman,3255
2024,Arbetsmarknad,Labour market,Arbetstagare,Employee (work permit),Man,Man,10172
2024,Arbetsmarknad,Labour market,Arbetstagare,Employee (work permit),Totalt,Total,13427
2024,Arbetsmarknad,Labour market,Egen företagare,Self-employed,Kvinna,Woman,50
2024,Arbetsmarknad,Labour market,Egen företagare,Self-employed,Man,Man,57
2024,Arbetsmarknad,Labour market,Egen företagare,Self-employed,Totalt,Total,107
2024,Arbetsmarknad,Labour market,Forskare (alla),Researcher (all),Kvinna,Woman,594
2024,Arbetsmarknad,Labour market,Forskare (alla),Researcher (all),Man,Man,857
2024,Arbetsmarknad,Labour market,Forskare (alla),Researcher (all),Totalt,Total,1451
2024,Arbetsmarknad,Labour market,"Internationellt utbyte (Artist,Aupair,Praktikant,Ungdomsutbyte)","International exchange (artist, au pair, intern, youth)",Kvinna,Woman,815
2024,Arbetsmarknad,Labour market,"Internationellt utbyte (Artist,Aupair,Praktikant,Ungdomsutbyte)","International exchange (artist, au pair, intern, youth)",Man,Man,522
2024,Arbetsmarknad,Labour market,"Internationellt utbyte (Artist,Aupair,Praktikant,Ungdomsutbyte)","International exchange (artist, au pair, intern, youth)",Totalt,Total,1337
2024,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,Kvinna,Woman,146
2024,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,Man,Man,269
2024,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,Totalt,Total,415
2024,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,Kvinna,Woman,73
2024,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,Man,Man,180
2024,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,Totalt,Total,253
2024,Arbetsmarknad,Labour market,Volontär,Volunteer,Kvinna,Woman,5
2024,Arbetsmarknad,Labour market,Volontär,Volunteer,Man,Man,7
2024,Arbetsmarknad,Labour market,Volontär,Volunteer,Totalt,Total,12
2024,Arbetsmarknad,Labour market,Totalt,Total,Kvinna,Woman,11394
2024,Arbetsmarknad,Labour market,Totalt,Total,Man,Man,15615
2024,Arbetsmarknad,Labour market,Totalt,Total,Totalt,Total,27009
2024,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,Kvinna,Woman,1815
2024,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,Man,Man,1121
2024,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,Totalt,Total,2936
2024,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,Kvinna,Woman,1478
2024,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,Man,Man,1032
2024,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,Totalt,Total,2510
2024,EU/EES,EU/EEA,Schweiz,Switzerland,Kvinna,Woman,314
2024,EU/EES,EU/EEA,Schweiz,Switzerland,Man,Man,290
2024,EU/EES,EU/EEA,Schweiz,Switzerland,Totalt,Total,604
2024,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",Kvinna,Woman,172
2024,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",Man,Man,1397
2024,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",Totalt,Total,1569
2024,EU/EES,EU/EEA,Totalt,Total,Kvinna,Woman,3779
2024,EU/EES,EU/EEA,Totalt,Total,Man,Man,3840
2024,EU/EES,EU/EEA,Totalt,Total,Totalt,Total,7619
2024,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,Kvinna,Woman,358
2024,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,Man,Man,556
2024,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,Totalt,Total,914
2024,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,Kvinna,Woman,1013
2024,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,Man,Man,948
2024,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,Totalt,Total,1961
2024,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,Kvinna,Woman,5677
2024,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,Man,Man,5361
2024,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,Totalt,Total,11038
2024,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,Kvinna,Woman,253
2024,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,Man,Man,323
2024,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,Totalt,Total,576
2024,Skydd,Protection (asylum),UAT pga Sveriges inter. åtaganden (5 KAP 4 UTLL),Permit under international obligations,Kvinna,Woman,3
2024,Skydd,Protection (asylum),UAT pga Sveriges inter. åtaganden (5 KAP 4 UTLL),Permit under international obligations,Man,Man,3
2024,Skydd,Protection (asylum),UAT pga Sveriges inter. åtaganden (5 KAP 4 UTLL),Permit under international obligations,Totalt,Total,6
2024,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),Kvinna,Woman,654
2024,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),Man,Man,305
2024,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),Totalt,Total,959
2024,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,Kvinna,Woman,30
2024,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,Man,Man,42
2024,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,Totalt,Total,72
2024,Skydd,Protection (asylum),Totalt,Total,Kvinna,Woman,7988
2024,Skydd,Protection (asylum),Totalt,Total,Man,Man,7538
2024,Skydd,Protection (asylum),Totalt,Total,Totalt,Total,15526
2024,Studier,Studies,Anhörig till studerande,Family of student,Kvinna,Woman,2031
2024,Studier,Studies,Anhörig till studerande,Family of student,Man,Man,2775
2024,Studier,Studies,Anhörig till studerande,Family of student,Totalt,Total,4806
2024,Studier,Studies,Arbetssökande student,Job-seeking student,Kvinna,Woman,836
2024,Studier,Studies,Arbetssökande student,Job-seeking student,Man,Man,782
2024,Studier,Studies,Arbetssökande student,Job-seeking student,Totalt,Total,1618
2024,Studier,Studies,Doktorand,Doctoral student,Kvinna,Woman,437
2024,Studier,Studies,Doktorand,Doctoral student,Man,Man,497
2024,Studier,Studies,Doktorand,Doctoral student,Totalt,Total,934
2024,Studier,Studies,Högre utbildning,Higher education,Kvinna,Woman,5580
2024,Studier,Studies,Högre utbildning,Higher education,Man,Man,4956
2024,Studier,Studies,Högre utbildning,Higher education,Totalt,Total,10536
2024,Studier,Studies,Studerande övriga studier,Student – other studies,Kvinna,Woman,124
2024,Studier,Studies,Studerande övriga studier,Student – other studies,Man,Man,58
2024,Studier,Studies,Studerande övriga studier,Student – other studies,Totalt,Total,182
2024,Studier,Studies,Studier mobilitet,Student mobility,Kvinna,Woman,181
2024,Studier,Studies,Studier mobilitet,Student mobility,Man,Man,188
2024,Studier,Studies,Studier mobilitet,Student mobility,Totalt,Total,369
2024,Studier,Studies,Uppdrags- eller specialiseringsutbildning,Contract or specialisation training,Kvinna,Woman,2
2024,Studier,Studies,Uppdrags- eller specialiseringsutbildning,Contract or specialisation training,Man,Man,6
2024,Studier,Studies,Uppdrags- eller specialiseringsutbildning,Contract or specialisation training,Totalt,Total,8
2024,Studier,Studies,Totalt,Total,Kvinna,Woman,9191
2024,Studier,Studies,Totalt,Total,Man,Man,9262
2024,Studier,Studies,Totalt,Total,Totalt,Total,18453
2024,Verkställighetshinder,Impediments to enforcement,Humanitär/Medicinsk grund,Humanitarian/medical grounds,Kvinna,Woman,2
2024,Verkställighetshinder,Impediments to enforcement,Humanitär/Medicinsk grund,Humanitarian/medical grounds,Man,Man,2
2024,Verkställighetshinder,Impediments to enforcement,Humanitär/Medicinsk grund,Humanitarian/medical grounds,Totalt,Total,4
2024,Verkställighetshinder,Impediments to enforcement,Mottagarlandet tar ej emot,Receiving country refuses,Kvinna,Woman,0
2024,Verkställighetshinder,Impediments to enforcement,Mottagarlandet tar ej emot,Receiving country refuses,Man,Man,8
2024,Verkställighetshinder,Impediments to enforcement,Mottagarlandet tar ej emot,Receiving country refuses,Totalt,Total,8
2024,Verkställighetshinder,Impediments to enforcement,Tillsvidare verkställighetshinder,Lasting enforcement impediment,Kvinna,Woman,8
2024,Verkställighetshinder,Impediments to enforcement,Tillsvidare verkställighetshinder,Lasting enforcement impediment,Man,Man,67
2024,Verkställighetshinder,Impediments to enforcement,Tillsvidare verkställighetshinder,Lasting enforcement impediment,Totalt,Total,75
2024,Verkställighetshinder,Impediments to enforcement,Verkställighetshinder annan särskild anledning,Other special enforcement impediment,Kvinna,Woman,325
2024,Verkställighetshinder,Impediments to enforcement,Verkställighetshinder annan särskild anledning,Other special enforcement impediment,Man,Man,372
2024,Verkställighetshinder,Impediments to enforcement,Verkställighetshinder annan särskild anledning,Other special enforcement impediment,Totalt,Total,697
2024,Verkställighetshinder,Impediments to enforcement,Totalt,Total,Kvinna,Woman,335
2024,Verkställighetshinder,Impediments to enforcement,Totalt,Total,Man,Man,449
2024,Verkställighetshinder,Impediments to enforcement,Totalt,Total,Totalt,Total,784
2025,Anknytning,Family ties,Adoption,Adoption,Kvinna,Woman,2
2025,Anknytning,Family ties,Adoption,Adoption,Man,Man,8
2025,Anknytning,Family ties,Adoption,Adoption,Totalt,Total,10
2025,Anknytning,Family ties,Anhörig till flykting-/asylgrund,Family of refugee/asylum recipient,Kvinna,Woman,1241
2025,Anknytning,Family ties,Anhörig till flykting-/asylgrund,Family of refugee/asylum recipient,Man,Man,1037
2025,Anknytning,Family ties,Anhörig till flykting-/asylgrund,Family of refugee/asylum recipient,Totalt,Total,2278
2025,Anknytning,Family ties,Anhörig till övriga,Family of other,Kvinna,Woman,15080
2025,Anknytning,Family ties,Anhörig till övriga,Family of other,Man,Man,7559
2025,Anknytning,Family ties,Anhörig till övriga,Family of other,Totalt,Total,22639
2025,Anknytning,Family ties,Synnerliga skäl anknytning (5 KAP 3a § 3 st 1 och 3 UTLL),"Exceptional grounds, family ties",Kvinna,Woman,149
2025,Anknytning,Family ties,Synnerliga skäl anknytning (5 KAP 3a § 3 st 1 och 3 UTLL),"Exceptional grounds, family ties",Man,Man,135
2025,Anknytning,Family ties,Synnerliga skäl anknytning (5 KAP 3a § 3 st 1 och 3 UTLL),"Exceptional grounds, family ties",Totalt,Total,284
2025,Anknytning,Family ties,Totalt,Total,Kvinna,Woman,16472
2025,Anknytning,Family ties,Totalt,Total,Man,Man,8739
2025,Anknytning,Family ties,Totalt,Total,Totalt,Total,25211
2025,Arbetsmarknad,Labour market,"Anhörig, arbetsmarknad",Family of labour migrant,Kvinna,Woman,5314
2025,Arbetsmarknad,Labour market,"Anhörig, arbetsmarknad",Family of labour migrant,Man,Man,3060
2025,Arbetsmarknad,Labour market,"Anhörig, arbetsmarknad",Family of labour migrant,Totalt,Total,8374
2025,Arbetsmarknad,Labour market,Arbetstagare,Employee (work permit),Kvinna,Woman,2896
2025,Arbetsmarknad,Labour market,Arbetstagare,Employee (work permit),Man,Man,8204
2025,Arbetsmarknad,Labour market,Arbetstagare,Employee (work permit),Totalt,Total,11100
2025,Arbetsmarknad,Labour market,Egen företagare,Self-employed,Kvinna,Woman,32
2025,Arbetsmarknad,Labour market,Egen företagare,Self-employed,Man,Man,35
2025,Arbetsmarknad,Labour market,Egen företagare,Self-employed,Totalt,Total,67
2025,Arbetsmarknad,Labour market,Forskare (alla),Researcher (all),Kvinna,Woman,658
2025,Arbetsmarknad,Labour market,Forskare (alla),Researcher (all),Man,Man,843
2025,Arbetsmarknad,Labour market,Forskare (alla),Researcher (all),Totalt,Total,1501
2025,Arbetsmarknad,Labour market,"Internationellt utbyte (Artist,Aupair,Praktikant,Ungdomsutbyte)","International exchange (artist, au pair, intern, youth)",Kvinna,Woman,699
2025,Arbetsmarknad,Labour market,"Internationellt utbyte (Artist,Aupair,Praktikant,Ungdomsutbyte)","International exchange (artist, au pair, intern, youth)",Man,Man,435
2025,Arbetsmarknad,Labour market,"Internationellt utbyte (Artist,Aupair,Praktikant,Ungdomsutbyte)","International exchange (artist, au pair, intern, youth)",Totalt,Total,1134
2025,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,Kvinna,Woman,159
2025,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,Man,Man,326
2025,Arbetsmarknad,Labour market,Professionell idrottsutövare/tränare,Professional athlete/coach,Totalt,Total,485
2025,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,Kvinna,Woman,64
2025,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,Man,Man,230
2025,Arbetsmarknad,Labour market,Söka arbete eller starta verksamhet,Job-seeker / start business,Totalt,Total,294
2025,Arbetsmarknad,Labour market,Volontär,Volunteer,Kvinna,Woman,1
2025,Arbetsmarknad,Labour market,Volontär,Volunteer,Man,Man,2
2025,Arbetsmarknad,Labour market,Volontär,Volunteer,Totalt,Total,3
2025,Arbetsmarknad,Labour market,Totalt,Total,Kvinna,Woman,9823
2025,Arbetsmarknad,Labour market,Totalt,Total,Man,Man,13135
2025,Arbetsmarknad,Labour market,Totalt,Total,Totalt,Total,22958
2025,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,Kvinna,Woman,3442
2025,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,Man,Man,2216
2025,EU/EES,EU/EEA,Anhörig till varaktigt bosatt i annat EU-land,Family of long-term EU resident,Totalt,Total,5658
2025,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,Kvinna,Woman,1273
2025,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,Man,Man,885
2025,EU/EES,EU/EEA,Anhörig tredjelandsmedborgare till EES-medborgare,Third-country family of EEA citizen,Totalt,Total,2158
2025,EU/EES,EU/EEA,Schweiz,Switzerland,Kvinna,Woman,314
2025,EU/EES,EU/EEA,Schweiz,Switzerland,Man,Man,311
2025,EU/EES,EU/EEA,Schweiz,Switzerland,Totalt,Total,625
2025,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",Kvinna,Woman,320
2025,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",Man,Man,2174
2025,EU/EES,EU/EEA,Varaktigt bosatt i annat EU-land,"Long-term resident, other EU country",Totalt,Total,2494
2025,EU/EES,EU/EEA,Totalt,Total,Kvinna,Woman,5349
2025,EU/EES,EU/EEA,Totalt,Total,Man,Man,5586
2025,EU/EES,EU/EEA,Totalt,Total,Totalt,Total,10935
2025,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,Kvinna,Woman,104
2025,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,Man,Man,246
2025,Skydd,Protection (asylum),Alternativt skyddsbehövande (4 KAP 2 UTLL),Subsidiary protection,Totalt,Total,350
2025,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,Kvinna,Woman,957
2025,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,Man,Man,671
2025,Skydd,Protection (asylum),Konventionsflykting (4 KAP 1 UTLL),Convention refugee,Totalt,Total,1628
2025,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,Kvinna,Woman,4633
2025,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,Man,Man,4621
2025,Skydd,Protection (asylum),Massflyktsdirektivet 2001/55/EG,Mass displacement directive 2001/55/EC,Totalt,Total,9254
2025,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,Kvinna,Woman,282
2025,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,Man,Man,384
2025,Skydd,Protection (asylum),Särskilt och synnerligen ömmande omständigheter (5 KAP 6 UTLL + 18§ TL),Particularly distressing circumstances,Totalt,Total,666
2025,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),Kvinna,Woman,584
2025,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),Man,Man,277
2025,Skydd,Protection (asylum),Vidarebosättning (Kvot),Resettlement (quota refugee),Totalt,Total,861
2025,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,Kvinna,Woman,18
2025,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,Man,Man,33
2025,Skydd,Protection (asylum),Övrig skyddsbehövande (4 KAP 2A UTLL),Other person in need of protection,Totalt,Total,51
2025,Skydd,Protection (asylum),Totalt,Total,Kvinna,Woman,6578
2025,Skydd,Protection (asylum),Totalt,Total,Man,Man,6232
2025,Skydd,Protection (asylum),Totalt,Total,Totalt,Total,12810
2025,Studier,Studies,Anhörig till studerande,Family of student,Kvinna,Woman,1356
2025,Studier,Studies,Anhörig till studerande,Family of student,Man,Man,1858
2025,Studier,Studies,Anhörig till studerande,Family of student,Totalt,Total,3214
2025,Studier,Studies,Arbetssökande student,Job-seeking student,Kvinna,Woman,856
2025,Studier,Studies,Arbetssökande student,Job-seeking student,Man,Man,797
2025,Studier,Studies,Arbetssökande student,Job-seeking student,Totalt,Total,1653
2025,Studier,Studies,Doktorand,Doctoral student,Kvinna,Woman,371
2025,Studier,Studies,Doktorand,Doctoral student,Man,Man,439
2025,Studier,Studies,Doktorand,Doctoral student,Totalt,Total,810
2025,Studier,Studies,Högre utbildning,Higher education,Kvinna,Woman,5333
2025,Studier,Studies,Högre utbildning,Higher education,Man,Man,4950
2025,Studier,Studies,Högre utbildning,Higher education,Totalt,Total,10283
2025,Studier,Studies,Studerande övriga studier,Student – other studies,Kvinna,Woman,86
2025,Studier,Studies,Studerande övriga studier,Student – other studies,Man,Man,48
2025,Studier,Studies,Studerande övriga studier,Student – other studies,Totalt,Total,134
2025,Studier,Studies,Studier mobilitet,Student mobility,Kvinna,Woman,126
2025,Studier,Studies,Studier mobilitet,Student mobility,Man,Man,159
2025,Studier,Studies,Studier mobilitet,Student mobility,Totalt,Total,285
2025,Studier,Studies,Uppdrags- eller specialiseringsutbildning,Contract or specialisation training,Kvinna,Woman,1
2025,Studier,Studies,Uppdrags- eller specialiseringsutbildning,Contract or specialisation training,Man,Man,2
2025,Studier,Studies,Uppdrags- eller specialiseringsutbildning,Contract or specialisation training,Totalt,Total,3
2025,Studier,Studies,Totalt,Total,Kvinna,Woman,8129
2025,Studier,Studies,Totalt,Total,Man,Man,8253
2025,Studier,Studies,Totalt,Total,Totalt,Total,16382
2025,Verkställighetshinder,Impediments to enforcement,Humanitär/Medicinsk grund,Humanitarian/medical grounds,Kvinna,Woman,1
2025,Verkställighetshinder,Impediments to enforcement,Humanitär/Medicinsk grund,Humanitarian/medical grounds,Man,Man,1
2025,Verkställighetshinder,Impediments to enforcement,Humanitär/Medicinsk grund,Humanitarian/medical grounds,Totalt,Total,2
2025,Verkställighetshinder,Impediments to enforcement,Mottagarlandet tar ej emot,Receiving country refuses,Kvinna,Woman,3
2025,Verkställighetshinder,Impediments to enforcement,Mottagarlandet tar ej emot,Receiving country refuses,Man,Man,6
2025,Verkställighetshinder,Impediments to enforcement,Mottagarlandet tar ej emot,Receiving country refuses,Totalt,Total,9
2025,Verkställighetshinder,Impediments to enforcement,Tillsvidare verkställighetshinder,Lasting enforcement impediment,Kvinna,Woman,5
2025,Verkställighetshinder,Impediments to enforcement,Tillsvidare verkställighetshinder,Lasting enforcement impediment,Man,Man,45
2025,Verkställighetshinder,Impediments to enforcement,Tillsvidare verkställighetshinder,Lasting enforcement impediment,Totalt,Total,50
2025,Verkställighetshinder,Impediments to enforcement,Verkställighetshinder annan särskild anledning,Other special enforcement impediment,Kvinna,Woman,282
2025,Verkställighetshinder,Impediments to enforcement,Verkställighetshinder annan särskild anledning,Other special enforcement impediment,Man,Man,299
2025,Verkställighetshinder,Impediments to enforcement,Verkställighetshinder annan särskild anledning,Other special enforcement impediment,Totalt,Total,581
2025,Verkställighetshinder,Impediments to enforcement,Totalt,Total,Kvinna,Woman,291
2025,Verkställighetshinder,Impediments to enforcement,Totalt,Total,Man,Man,351
2025,Verkställighetshinder,Impediments to enforcement,Totalt,Total,Totalt,Total,642
